2206,三陽工業,10293849,6797,814603532,78.80,80.60,78.10,78.10,+,0.30,78.10,68,78.20,38,9.77,
2207,和泰車,330846,803,207050238,630.00,633.00,621.00,623.00,+,2.00,623.00,2,624.00,1,14.66,
2208,台船,9637398,4407,183536024,19.00,19.35,18.70,18.80,+,0.20,18.75,47,18.80,13,0.00,
2211,長榮鋼,1085036,1185,159784025,144.50,150.00,144.50,146.50,+,1.00,146.00,15,146.50,34,16.67,
2227,裕日車,50592,107,6818976,133.50,136.00,133.50,136.00,+,2.50,135.00,1,136.00,7,29.69,
2228,劍麟,752085,865,87286656,119.00,119.00,114.00,115.00, ,0.00,114.50,6,115.00,2,12.75,
2231,為升,385969,426,41733528,108.00,109.50,107.00,108.00,+,0.50,107.50,1,108.00,1,37.50,
2233,宇隆,100526,115,13523990,136.50,136.50,134.00,134.50,-,0.50,134.00,2,134.50,9,13.82,
2236,百達-KY,482408,506,34072910,69.50,72.00,69.30,69.50,-,0.50,69.50,10,70.00,7,29.08,
2239,英利-KY,34061,34,2018999,59.40,59.40,59.20,59.30,+,0.20,59.10,10,59.30,2,26.83,
2241,艾姆勒,12622799,7166,617123803,48.50,50.20,47.60,49.30,+,1.00,49.25,28,49.30,41,0.00,
2243,宏旭-KY,732977,385,10953253,14.15,15.20,14.00,15.20,+,1.35,15.20,445,0,0,0.00,
2247,汎德永業,66072,140,21490328,327.00,327.00,324.00,326.50,+,1.00,325.50,1,326.50,2,14.60,
2250,IKKA-KY,4700228,3273,538891875,111.00,118.50,105.50,106.50,-,1.50,106.50,22,107.00,8,19.98,
2254,巨鎧精密-創,242000,80,21908100,92.00,92.40,88.90,89.00,-,5.00,89.00,1,89.10,1,0.00,
2258,鴻華先進-創,533000,387,23302500,43.95,44.00,43.45,43.90,+,0.45,43.80,1,43.90,21,0.00,
2301,光寶科,11413253,6256,1190619581,105.00,105.50,103.00,104.50,+,1.00,104.00,22,104.50,169,16.46,
2302,麗正,488731,276,8554082,17.50,17.60,17.30,17.60,+,0.20,17.45,31,17.60,29,30.88,
2303,聯電,44368884,19420,2312563075,52.30,52.40,51.80,51.80,-,0.30,51.80,2410,51.90,132,11.75,
2305,全友,658553,439,14787278,22.55,22.85,22.10,22.10,-,0.45,22.10,4,22.15,1,105.24,
2308,台達電,6514869,7899,2088971573,319.00,324.00,317.50,319.00,+,3.00,319.00,40,319.50,2,25.71,
2312,金寶,45848018,13433,738041623,15.80,16.50,15.75,16.00,+,0.65,15.95,270,16.00,73,25.40,
2313,華通,16546194,9336,1185712309,71.40,72.60,71.00,71.10,-,0.10,71.00,284,71.10,67,17.64,
2314,台揚,906126,634,27370599,30.55,30.55,30.05,30.05,-,0.35,30.05,28,30.15,4,0.00,
2316,楠梓電,2829422,2283,127103372,44.15,45.70,44.15,44.65,+,0.40,44.65,9,44.70,26,7.71,
2317,鴻海,156608812,86077,26587852187,168.00,174.00,165.50,170.50,-,1.50,170.50,391,171.00,818,15.63,
2321,東訊,15219,21,245510,16.55,16.55,15.80,15.90,-,0.65,15.90,1,16.20,1,0.00,
2323,中環,28115441,7600,352346350,12.70,12.80,12.35,12.45,-,0.55,12.45,46,12.50,99,17.05,
2324,仁寶,33443030,19002,1251470343,37.50,38.25,36.55,36.55,-,0.80,36.55,405,36.60,26,19.55,
2327,國巨,1839240,3128,1165371317,636.00,640.00,628.00,630.00,-,4.00,630.00,2,631.00,17,14.73,
2328,廣宇,3123942,2021,109704527,35.35,35.55,34.75,34.75,-,0.70,34.75,33,34.80,1,15.94,
2329,華泰,3818833,2833,226942117,59.30,59.90,59.10,59.10,+,0.20,59.00,180,59.10,5,19.77,
2330,台積電,41805778,57892,35112739055,838.00,844.00,837.00,839.00,+,14.00,839.00,229,840.00,416,25.39,
2331,精英,58027679,17956,1980639976,32.10,34.90,32.10,33.55,+,1.80,33.50,107,33.55,32,17.85,
2332,友訊,3218720,1983,57739749,18.10,18.10,17.85,17.85,-,0.40,17.85,76,17.90,15,28.33,
2337,旺宏,6976314,4059,190293907,27.50,27.60,27.05,27.10,-,0.30,27.10,222,27.15,1,0.00,
2338,光罩,1547568,1024,106618002,69.30,69.50,68.30,68.50,+,0.30,68.50,67,68.60,1,17.56,
2340,台亞,1210928,836,45733921,37.55,37.90,37.55,37.85,+,0.30,37.80,1,37.85,10,82.28,
2342,茂矽,435506,618,13870358,32.25,32.45,31.65,31.75,-,0.40,31.70,2,31.75,10,0.00,
2344,華邦電,23737312,8621,609187166,25.75,25.95,25.35,25.50,-,0.10,25.50,3,25.55,105,0.00,
2345,智邦,2040752,2617,958460861,468.50,474.00,461.50,469.50,-,0.50,469.00,13,469.50,11,28.72,
2347,聯強,7400906,7184,642178142,84.80,88.70,84.80,86.50,+,1.20,86.50,25,86.70,48,18.60,
2348,海悅,3386925,15352,662718652,201.00,205.00,190.00,192.00,-,8.00,191.50,8,192.00,3,16.93,
2348A,海悅甲特,872,14,29407,0,0,0,0, ,0.00,33.45,3,33.60,4,0.00,
2349,錸德,3078067,702,23580315,7.60,7.71,7.59,7.66,+,0.06,7.66,3,7.67,35,0.00,
2351,順德,5136380,3713,596291708,111.00,119.00,110.50,115.00,+,5.50,115.00,125,115.50,37,30.50,
2352,佳世達,10115263,6538,401021519,39.90,40.05,39.15,39.25,-,0.65,39.20,438,39.25,86,26.52,
2353,宏碁,80094898,40655,3952069713,49.25,50.90,48.00,48.05,-,0.85,48.05,380,48.10,125,25.70,
2354,鴻準,8758358,6618,529213484,60.40,61.20,59.30,60.10,-,0.80,60.10,69,60.20,29,19.58,
2355,敬鵬,9571282,5743,420860226,43.00,44.80,43.00,43.45,+,0.45,43.40,66,43.45,46,16.52,
2356,英業達,102601314,66993,5670124327,56.00,56.00,54.50,54.50,-,4.50,54.50,1443,54.60,63,30.79,
2357,華碩,11119531,19975,5610290180,513.00,517.00,495.50,498.00,-,14.00,498.00,5,498.50,4,16.04,
2359,所羅門,23445998,14069,2892495746,120.00,125.50,120.00,125.50,+,11.00,125.50,28846,0,0,40.61,
2360,致茂,1538801,1206,386819069,252.50,254.50,250.00,250.50,-,1.50,250.00,100,251.50,6,26.56,
2362,藍天,19564984,9509,1122054156,57.50,58.00,55.60,58.00,+,5.20,58.00,46148,0,0,22.22,
2363,矽統,87108508,50092,5276345322,61.90,62.80,58.50,59.20,-,0.10,59.10,7,59.20,22,75.90,
2364,倫飛,204293,427,17468502,88.00,88.00,84.00,85.10,-,1.50,85.10,1,85.50,4,22.28,
2365,昆盈,19124018,7938,412981433,20.20,22.15,20.20,22.15,+,2.00,22.15,21602,0,0,55.38,
2367,燿華,246334945,89016,8596815234,34.00,36.00,33.50,35.00,+,2.00,34.95,56,35.00,582,71.43,
2368,金像電,10352618,7871,2020616242,193.50,200.00,189.00,195.50,+,5.00,195.00,33,195.50,124,22.04,
2369,菱生,1802988,1035,38572300,21.40,21.55,21.25,21.35,+,0.15,21.35,30,21.40,54,0.00,
2371,大同,38453577,22154,2326802454,60.50,61.60,59.80,59.80,-,0.20,59.70,402,59.80,199,47.46,
2373,震旦行,119495,333,8869917,74.50,74.50,74.00,74.30,-,0.10,74.20,1,74.40,4,15.35,
2374,佳能,42311945,19658,2116849399,46.80,51.20,46.30,51.20,+,4.65,51.20,84319,0,0,29.77,
2375,凱美,587013,549,38558593,65.20,66.20,65.00,65.90,+,1.00,65.80,4,65.90,3,21.47,
2376,技嘉,17125298,37644,5369746203,318.00,318.00,310.50,311.00,-,9.00,311.00,14,311.50,13,34.44,
2377,微星,2529627,6078,426168873,169.00,170.00,167.00,169.00,+,0.50,168.50,6,169.00,22,18.88,
2379,瑞昱,2580944,2927,1374282441,540.00,541.00,530.00,531.00,-,5.00,531.00,15,532.00,7,25.97,
2380,虹光,248174,219,1684667,6.94,6.99,6.71,6.80,+,0.01,6.73,2,6.80,1,0.00,
2382,廣達,63321591,75085,18399837019,288.00,295.00,285.50,287.00,-,1.50,286.50,501,287.00,304,24.45,
2383,台光電,6789655,7216,2849828113,414.50,426.00,411.00,420.50,+,12.00,420.00,50,420.50,34,20.71,
2385,群光,2758395,2430,533287334,194.50,195.00,191.00,192.00,+,0.50,192.00,43,192.50,68,18.01,
2387,精元,725572,749,45413718,62.50,63.10,62.20,62.30,+,0.10,62.30,15,62.40,1,8.31,
2388,威盛,4520732,3664,518224424,116.00,117.00,113.50,113.50,-,1.50,113.50,74,114.00,12,100.44,
2390,云辰,440790,661,5731055,13.10,13.10,12.90,12.95,-,0.05,12.90,56,12.95,3,0.00,
2392,正崴,8743906,7042,456853881,51.80,53.50,51.40,51.60,+,0.10,51.50,23,51.60,48,9.66,
2393,億光,5114671,4456,355883998,69.50,70.40,68.10,69.80, ,0.00,69.70,110,69.90,73,17.67,
2395,研華,760392,1148,271926473,354.00,361.50,354.00,355.00,+,5.50,355.00,2,356.00,1,30.95,
2397,友通,43732,84,2887413,65.90,66.20,65.50,66.00,+,0.50,65.90,1,66.00,1,26.19,
2399,映泰,809392,696,16668790,20.60,20.70,20.45,20.60,+,0.10,20.60,1,20.65,2,0.00,
2401,凌陽,6972297,4351,209686653,30.50,30.60,29.75,29.95,-,0.30,29.90,161,29.95,68,0.00,
2402,毅嘉,2203354,1526,72777146,33.30,33.45,32.85,32.85,-,0.25,32.85,77,32.90,4,18.99,
2404,漢唐,877403,1728,321418079,363.00,368.50,363.00,365.00,+,3.50,365.00,23,365.50,10,14.26,
2405,輔信,37832238,14074,742844368,19.60,20.00,19.20,19.65,+,0.20,19.60,106,19.65,59,163.75,
2406,國碩,23073001,11700,523095380,24.50,24.55,21.50,21.60,-,1.20,21.60,141,21.65,9,0.00,
2408,南亞科,6474488,4401,420828761,65.30,65.50,64.50,64.60,-,0.20,64.60,7,64.70,11,0.00,
2409,友達,59858833,15745,1092129184,17.95,18.45,17.80,18.15,+,0.40,18.15,54,18.20,653,0.00,
2412,中華電,6529092,3198,820530604,125.50,126.00,125.00,125.50, ,0.00,125.50,79,126.00,906,26.53,
2413,環科,292419,185,7074904,24.20,24.50,23.85,24.10,+,0.15,24.10,1,24.25,2,40.85,
2414,精技,154594,104,5674663,36.75,36.80,36.60,36.70,+,0.25,36.65,20,36.70,8,15.75,
2415,錩新,377082,336,10484527,28.45,28.55,27.20,27.35,-,0.70,27.35,1,27.60,4,130.24,
2417,圓剛,1250652,940,46920393,37.90,38.15,37.05,37.05,-,0.60,37.05,9,37.10,2,105.86,
2419,仲琦,436698,428,13455313,31.15,31.20,30.65,30.70,-,0.20,30.70,12,30.75,4,0.00,
2420,新巨,365381,320,21105650,57.40,58.50,57.10,57.40, ,0.00,57.30,6,57.40,2,14.64,
2421,建準,3040860,2624,344510291,115.00,115.00,112.00,112.50,-,1.50,112.50,42,113.00,57,22.23,
2423,固緯,744691,664,30980219,42.20,42.55,41.10,41.25,-,0.60,41.20,30,41.25,9,13.80,
2424,隴華,10174,17,286687,28.00,28.25,28.00,28.25,+,0.25,28.00,4,28.05,1,0.00,
2425,承啟,386694,342,14432040,37.80,37.80,37.10,37.10,-,0.35,37.10,25,37.15,2,22.35,
2426,鼎元,475183,306,8265983,17.50,17.60,17.30,17.35,+,0.05,17.35,19,17.40,3,0.00,
2427,三商電,2555143,1736,70231935,27.60,27.90,27.10,27.20,-,0.35,27.20,39,27.25,11,19.29,
2428,興勤,300580,327,50192247,168.50,168.50,166.00,166.50,-,0.50,166.50,9,167.00,16,15.90,
2429,銘旺科,14000,11,269950,19.15,19.35,19.15,19.35,+,0.20,19.15,2,19.35,2,0.00,
2430,燦坤,64043,113,2349965,36.90,36.90,36.60,36.65, ,0.00,36.60,16,36.70,12,19.09,
2431,聯昌,215348,143,2601482,12.10,12.15,12.00,12.10, ,0.00,12.10,1,12.15,11,0.00,
2432,倚天酷碁-創,87060,54,3319533,38.15,38.70,37.90,37.90,-,0.95,37.90,4,38.30,1,18.95,
2433,互盛電,36496,38,1945410,53.20,53.60,53.20,53.30, ,0.00,53.20,3,53.40,10,15.96,
2434,統懋,25740,29,869523,33.80,33.90,33.70,33.80,+,0.10,33.80,2,33.85,1,47.61,
2436,偉詮電,504675,490,30309126,60.30,60.90,59.70,60.10,-,0.40,60.10,7,60.20,16,41.16,
2438,翔耀,116630,77,2476710,21.10,21.65,20.80,21.65,+,0.20,21.50,6,21.70,1,0.00,
2439,美律,2329207,1835,292711607,125.00,126.50,123.50,126.50,+,1.50,126.00,17,126.50,94,17.12,
2440,太空梭,1291682,701,23316719,18.60,18.60,17.50,18.00,+,0.70,17.95,2,18.00,8,0.00,
2441,超豐,676157,607,42075051,62.00,62.60,61.90,62.30,+,0.40,61.90,22,62.30,13,16.39,
2442,新美齊,2824401,1454,82367739,28.40,29.60,28.35,29.20,+,0.80,29.20,50,29.25,37,11.19,
2444,兆勁,440940,252,5169843,12.00,12.00,11.65,11.65,-,0.15,11.60,794,11.65,1,0.00,
2449,京元電子,18006248,9557,1487270404,85.90,86.40,84.50,84.50,-,0.80,84.50,418,84.60,7,17.17,
2450,神腦,189710,158,7510714,39.60,39.65,39.50,39.60,+,0.10,39.60,1,39.65,24,15.90,
2451,創見,2172909,1857,223307126,103.00,103.50,101.00,103.00,+,1.50,102.50,21,103.00,7,17.25,
2453,凌群,2071689,1613,124675665,59.40,61.10,58.80,59.60,+,1.10,59.60,19,59.70,1,21.36,
2454,聯發科,5734377,10474,6654225685,1170.00,1175.00,1145.00,1155.00, ,0.00,1150.00,38,1155.00,203,20.06,
2455,全新,2581858,2013,372915626,142.00,145.50,142.00,143.50,+,3.50,143.50,10,144.00,29,42.08,
2457,飛宏,1428102,1278,70870315,50.20,50.30,49.35,49.50,-,0.20,49.50,8,49.55,10,75.00,
2458,義隆,1333045,1200,209086011,155.50,158.00,155.50,156.00,+,1.00,156.00,30,156.50,36,17.73,
2459,敦吉,84207,110,6025089,71.80,71.90,71.20,71.70,+,0.30,71.50,2,71.80,4,12.38,
2460,建通,717299,574,23169416,31.70,33.75,31.50,32.00,+,0.50,32.00,4,32.05,6,0.00,
2461,光群雷,1843965,1104,46158133,25.10,25.40,24.85,24.90, ,0.00,24.90,112,24.95,17,62.25,
2462,良得電,598687,360,20111842,33.55,33.90,33.20,33.50,-,0.35,33.50,8,33.60,3,17.36,
2464,盟立,13220689,8652,666930134,50.00,51.00,49.50,51.00,+,1.45,50.90,16,51.00,33,56.67,
2465,麗臺,2472843,2257,297301306,119.00,122.50,118.00,121.00,+,3.00,120.00,2,121.00,12,0.00,
2466,冠西電,42000,32,1558500,37.60,37.60,36.80,37.25,+,0.10,36.95,2,37.25,2,206.94,
2467,志聖,5267737,3575,686617289,124.50,132.50,124.50,132.50,+,12.00,132.50,16303,0,0,37.54,
2468,華經,290028,266,7804428,27.05,27.10,26.75,26.85,-,0.20,26.85,6,26.95,3,22.19,
2471,資通,240555,324,13533685,56.30,56.50,56.10,56.10,-,0.20,56.10,21,56.20,7,15.24,
2472,立隆電,1336171,1086,104502369,78.80,79.10,77.80,77.90,-,0.50,77.90,5,78.00,12,12.92,
2474,可成,2818004,5346,656776641,232.00,234.50,231.00,233.50,+,3.50,233.00,8,233.50,4,12.37,
2476,鉅祥,25883211,23748,2366095093,89.30,93.50,88.80,90.70,+,2.20,90.70,5,90.80,3,21.91,
2477,美隆電,90341,99,1955501,21.70,21.75,21.55,21.70,+,0.15,21.60,1,21.70,7,34.44,
2478,大毅,577163,581,28946126,50.10,50.70,49.70,50.10,+,0.20,50.00,2,50.10,3,17.28,
2480,敦陽科,115761,229,14668490,127.00,127.00,126.50,126.50,+,0.50,126.00,50,126.50,2,17.31,
2481,強茂,599488,641,33979889,56.90,57.20,56.50,56.80,+,0.40,56.70,10,56.80,19,25.02,
2482,連宇,3560845,2451,125562847,36.10,36.10,34.80,34.90,-,1.25,34.85,49,34.90,3,17.45,
2483,百容,108085,91,2596956,23.80,24.25,23.80,24.10,-,0.05,24.05,4,24.10,5,50.21,
2484,希華,308762,276,9857574,32.10,32.10,31.80,31.80,-,0.20,31.80,18,31.85,12,23.91,
2485,兆赫,1192688,749,23848298,20.00,20.15,19.90,19.95, ,0.00,19.95,11,20.00,20,0.00,
2486,一詮,32789782,21189,2653130475,84.10,85.00,77.80,79.00,-,3.50,78.90,16,79.00,36,100.00,
2488,漢平,393330,338,18429753,47.10,47.20,46.65,46.75,-,0.25,46.70,18,46.75,10,10.05,
2489,瑞軒,9706107,3668,156277785,16.05,16.40,15.85,15.90,-,0.05,15.90,86,15.95,3,25.65,
2491,吉祥全,56626,53,833183,14.55,14.80,14.55,14.75,+,0.25,14.70,1,14.75,2,52.68,
2492,華新科,2870368,2503,323894292,115.50,116.00,111.00,111.50,-,3.50,111.50,17,112.00,34,23.23,
2493,揚博,297338,316,27358098,91.00,92.50,91.00,91.80,+,0.80,91.80,19,91.90,2,15.59,
2495,普安,5905489,3259,140054275,23.65,24.00,23.45,23.50,+,0.60,23.50,43,23.55,21,21.76,
2496,卓越,133553,149,10219377,76.20,77.20,75.90,76.50,+,0.90,76.30,2,76.70,2,12.69,
2497,怡利電,294320,328,16051192,55.00,55.00,54.20,54.40,-,0.60,54.30,7,54.40,2,26.67,
2498,宏達電,4089625,2804,174745501,42.60,43.15,42.25,42.60,+,0.35,42.60,47,42.65,5,0.00,
2501,國建,12620687,6111,434736471,34.20,34.70,34.10,34.35,+,0.25,34.30,259,34.35,104,15.47,
2504,國產,6395726,3583,290814319,45.90,46.10,45.05,45.55, ,0.00,45.50,7,45.55,37,15.29,
2505,國揚,1796620,2084,50124986,28.00,28.50,27.55,27.60,-,0.70,27.60,15,27.65,8,38.33,
2506,太設,1988529,684,22732896,11.55,11.55,11.25,11.35,+,0.05,11.35,45,11.40,65,0.00,
2509,全坤建,1097098,763,25519403,23.15,23.70,23.05,23.20,+,0.35,23.15,13,23.20,22,0.00,
2511,太子,4656304,1440,56948624,12.25,12.40,12.10,12.15, ,0.00,12.15,14,12.20,63,35.74,
2514,龍邦,5768624,2408,109841761,19.55,19.55,18.40,18.70,+,0.85,18.65,36,18.70,20,4.92,
2515,中工,32526739,10784,518585140,15.95,16.20,15.70,15.85,-,0.10,15.80,2150,15.85,68,38.66,
2516,新建,1203726,385,14060127,11.85,11.85,11.60,11.65, ,0.00,11.65,2,11.70,41,16.18,
2520,冠德,9782280,6228,536033924,54.70,55.50,54.10,54.20,-,0.50,54.20,29,54.30,6,10.99,
2524,京城,804839,725,40664243,51.10,51.90,50.00,50.00,-,1.00,50.00,22,50.20,7,31.85,
2527,宏璟,2780981,2253,122038025,42.60,44.65,42.60,44.15,+,1.85,44.15,5,44.20,6,16.72,
2528,皇普,1431654,889,67785903,48.20,49.80,46.45,46.70,-,0.90,46.70,6,46.75,6,0.00,
2530,華建,1829147,1084,84728639,46.00,47.10,45.75,46.05,-,0.15,46.00,9,46.10,1,54.18,
2534,宏盛,2780667,1271,69407993,24.80,25.30,24.60,24.90,+,0.40,24.85,27,24.90,106,54.13,
2535,達欣工,914127,862,48971853,53.00,54.30,53.00,53.50,+,0.50,53.50,10,53.60,38,12.02,
2536,宏普,817905,466,28659178,35.00,35.50,34.90,35.00,-,0.05,35.00,2,35.05,17,36.46,
2537,聯上發,6470755,2337,102645309,16.00,16.25,15.60,15.95,+,0.15,15.95,225,16.00,27,0.00,
2538,基泰,1959550,831,33521693,16.95,17.35,16.95,17.10,+,0.25,17.05,45,17.10,2,0.00,
2539,櫻花建,1291793,887,86817671,66.50,68.20,66.40,67.40,+,1.10,67.30,1,67.40,9,31.35,
2540,愛山林,1513170,1315,246248806,163.50,166.00,160.50,162.50,+,1.50,162.50,5,163.00,13,34.36,
2542,興富發,9685358,6509,433899500,45.00,45.55,44.20,44.45,-,0.80,44.40,68,44.45,8,40.78,
2543,皇昌,2915499,1932,146601245,49.80,51.20,49.50,49.80,+,0.10,49.80,21,49.85,1,20.33,
2545,皇翔,2307469,2176,136037412,57.90,59.60,57.80,59.40,+,1.50,59.30,22,59.40,2,13.72,
2546,根基,1326553,2038,126640312,96.90,98.20,94.10,94.10,-,2.50,94.10,26,94.20,1,12.03,
2547,日勝生,3556311,1347,38083342,10.75,10.90,10.60,10.60,-,0.10,10.60,165,10.70,87,0.00,
2548,華固,2212078,2410,340583960,154.50,156.50,153.00,153.00,-,2.00,152.50,77,153.00,9,18.24,
2597,潤弘,578718,592,97515266,167.00,171.00,165.00,169.50,+,3.50,168.50,6,169.50,41,15.17,
2601,益航,3722128,1488,30500573,8.26,8.27,8.14,8.16,-,0.05,8.15,35,8.16,28,0.00,
2603,長榮,82880954,57719,17000560546,206.00,208.00,202.00,203.50,-,11.50,203.50,345,204.00,275,9.12,
2605,新興,28768104,13555,822934379,29.05,29.10,28.10,28.45,-,0.95,28.45,367,28.50,35,24.74,
2606,裕民,18805907,11972,1115635376,60.30,60.40,58.20,58.50,-,2.20,58.40,86,58.50,49,15.27,
2607,榮運,4219535,2658,142510939,34.25,34.30,33.60,33.80,-,0.45,33.70,1,33.80,56,12.71,
2608,嘉里大榮,1299870,1129,57730888,44.15,44.70,43.80,44.45,+,0.80,44.40,2,44.45,2,12.18,
2609,陽明,236872287,109576,16781480408,70.60,72.10,69.20,71.40,+,0.10,71.30,235,71.40,882,23.18,
2610,華航,54874232,17259,1249187340,23.00,23.00,22.50,22.75,+,0.10,22.70,106,22.75,341,16.02,
2611,志信,14195149,6713,421215624,29.80,30.00,29.25,29.75,+,1.05,29.70,67,29.75,67,8.33,
2612,中航,2053356,1606,99219979,49.00,49.00,47.55,48.60,-,0.75,48.50,21,48.60,5,33.99,
2613,中櫃,15550691,9043,478296085,30.30,31.95,29.20,30.90,+,0.65,30.85,1,30.90,1,28.35,
2614,東森,701185,639,13884845,19.70,19.90,19.70,19.75,+,0.10,19.75,24,19.80,6,0.00,
2615,萬海,103993461,54421,7223610978,69.00,71.00,67.60,70.50,+,2.10,70.40,130,70.50,448,207.35,
2616,山隆,260540,452,6984694,26.80,26.90,26.75,26.90,-,0.05,26.85,13,26.90,8,103.46,
2617,台航,6557915,4223,246202408,38.45,38.50,37.10,37.15,-,1.15,37.15,29,37.20,2,8.35,
2618,長榮航,88483708,31062,3203987624,36.70,36.75,35.85,36.00,-,0.40,36.00,479,36.05,640,8.91,
2630,亞航,17367055,10490,753253101,43.50,44.50,42.15,43.70,+,0.35,43.65,2,43.70,45,99.32,
2633,台灣高鐵,7433768,2137,225668224,30.40,30.45,30.30,30.35,-,0.05,30.30,529,30.35,106,21.83,
2634,漢翔,21071953,14354,1197865374,57.00,58.20,55.60,55.70,-,0.60,55.70,378,55.80,169,21.10,
2636,台驊投控,4367661,4243,468077355,110.00,110.00,105.00,108.50,-,2.50,108.00,82,108.50,59,10.03,
2637,慧洋-KY,12071008,8774,868334976,73.20,73.30,70.90,71.40,-,2.50,71.30,17,71.40,31,10.90,
2642,宅配通,172513,238,6739248,38.80,39.40,38.80,38.95,+,0.25,38.95,5,39.00,9,34.17,
2645,長榮航太,1936640,3982,221736676,116.00,116.00,113.00,113.50,-,1.00,113.50,12,114.00,29,20.83,
2701,萬企,604936,422,8051328,13.20,13.40,13.20,13.30,+,0.10,13.30,47,13.35,19,25.09,
2702,華園,107752,143,2150163,19.95,20.00,19.90,19.95,+,0.05,19.90,10,20.00,33,28.50,
2704,國賓,754927,661,52230304,68.90,69.80,68.90,69.10,+,0.40,69.10,11,69.20,2,13.55,
2705,六福,1039827,739,20940804,20.20,20.40,20.00,20.10,-,0.10,20.10,5,20.15,10,0.00,
2706,第一店,504734,322,8021980,15.80,15.95,15.80,15.90,+,0.10,15.85,36,15.90,5,26.95,
2707,晶華,434718,755,104993279,240.50,243.50,239.50,242.00,+,1.00,241.50,1,242.00,15,20.84,
2712,遠雄來,27072,31,825431,30.70,30.80,30.20,30.75, ,0.00,30.60,1,30.75,1,128.12,
2722,夏都,126383,177,7668026,61.10,61.10,60.30,60.50,+,0.30,60.50,4,60.60,5,85.21,
2723,美食-KY,493208,454,45715403,92.80,93.20,92.20,92.40,-,0.10,92.30,2,92.40,13,24.84,
2727,王品,1268615,1614,296537759,236.00,236.00,233.00,233.50,-,1.50,233.50,30,234.50,13,14.62,
2731,雄獅,3192570,4038,512551726,160.50,163.00,158.00,161.50,+,1.50,161.50,33,162.00,74,9.27,
2739,寒舍,2322692,1804,149782753,64.30,65.40,62.80,64.70,+,1.30,64.60,13,64.70,3,13.18,
2748,雲品,451670,646,33153248,74.50,74.50,72.90,73.30,-,0.20,73.30,5,73.40,8,22.62,
2753,八方雲集,952394,8583,162473431,172.50,173.50,168.00,170.50,-,2.00,170.50,1,171.00,14,19.60,
2762,世界健身-KY,102504,156,9986106,98.00,98.00,96.90,97.50,+,0.10,97.30,3,97.50,4,30.95,
2801,彰銀,14761912,3644,272579783,18.45,18.55,18.40,18.45,+,0.05,18.45,33,18.50,888,15.00,
2809,京城銀,4976821,3921,294151552,58.40,59.90,58.40,58.40, ,0.00,58.40,167,58.70,24,8.78,
2812,台中銀,5484845,2685,98489549,17.95,18.05,17.90,17.90, ,0.00,17.90,166,17.95,93,12.61,
2816,旺旺保,557895,411,19020611,33.90,34.50,33.80,33.95,+,0.15,33.90,13,33.95,2,5.40,
2820,華票,1166737,565,17880095,15.30,15.40,15.30,15.35,+,0.10,15.30,21,15.35,82,16.87,
2832,台產,450374,305,12953435,28.65,28.95,28.55,28.75,+,0.05,28.70,3,28.75,3,9.16,
2834,臺企銀,20833444,5852,356027339,17.00,17.20,16.95,17.05,+,0.10,17.05,39,17.10,969,14.09,
2836,高雄銀,3512734,1058,41042404,11.65,11.75,11.65,11.70,+,0.05,11.70,197,11.75,398,25.43,
2836A,高雄銀甲特,1309,6,27503,21.00,21.00,21.00,21.00, ,0.00,21.00,16,21.15,3,0.00,
2838,聯邦銀,2372007,1079,37154949,15.60,15.75,15.55,15.70,+,0.15,15.65,153,15.70,117,14.14,
2838A,聯邦銀甲特,38002,28,2030107,53.40,53.50,53.30,53.40,-,0.10,53.40,1,53.50,50,0.00,
2845,遠東銀,7886725,2099,122875467,15.55,15.65,15.50,15.60,+,0.10,15.55,80,15.60,173,13.93,
2849,安泰銀,241088,148,3428732,14.20,14.30,14.10,14.30,+,0.15,14.20,10,14.30,24,14.02,
2850,新產,923754,899,85269408,91.00,92.80,91.00,92.80,+,2.10,92.60,1,92.80,31,8.78,
2851,中再保,3982723,1717,113720862,28.25,28.80,28.15,28.45,+,0.40,28.45,45,28.50,79,9.09,
2852,第一保,1688456,869,42555552,24.85,25.55,24.80,25.30,+,0.35,25.25,14,25.30,18,9.34,
2855,統一證,4251311,1779,112139006,26.05,26.60,26.05,26.20,+,0.20,26.20,260,26.25,41,9.19,
2867,三商壽,23631863,3920,141517918,5.99,6.04,5.94,5.97,+,0.07,5.96,139,5.97,709,0.00,
2880,華南金,26446874,9760,689994270,26.00,26.25,25.85,26.05,-,0.05,26.05,57,26.10,169,16.49,
2881,富邦金,52047831,26718,3814556098,71.60,74.10,71.50,73.80,+,2.60,73.70,250,73.80,479,16.33,
2881A,富邦特,51725,61,3216076,62.10,62.20,62.10,62.20, ,0.00,62.10,85,62.20,66,0.00,
2881B,富邦金乙特,40746,32,2416306,59.30,59.40,59.20,59.40, ,0.00,59.20,29,59.40,11,0.00,
2881C,富邦金丙特,22179,98,1199266,54.20,54.20,54.10,54.10, ,0.00,54.10,1,54.20,14,0.00,
2882,國泰金,78383886,30796,4417440314,55.00,57.00,54.70,56.60,+,2.30,56.60,246,56.70,257,18.03,
2882A,國泰特,46608,58,2818034,60.50,60.50,60.40,60.40, ,0.00,60.40,19,60.50,39,0.00,
2882B,國泰金乙特,91145,45,5389969,59.10,59.50,59.00,59.50, ,0.00,59.30,1,59.40,11,0.00,
2883,開發金,90278128,17398,1293257728,14.20,14.45,14.15,14.25,+,0.15,14.25,758,14.30,477,13.84,
